year,state_name,gop_pct_estimate,dem_pct_estimate
2016,Alabama,66.27278179282868,33.06758888446215
2016,Alaska,46.835546772908366,39.127920956175295
2016,Arizona,41.40920884462151,40.72006645418327
2016,Arkansas,49.45317219858156,35.06594638297872
2016,California,31.74762090909091,54.20405502164503
2016,Colorado,41.42862697211156,41.96664800796813
2016,Connecticut,38.52643683962264,46.59770683962264
2016,Delaware,33.94689287037037,45.10171111111112
2016,District of Columbia,4.995669866666666,86.90372466666666
2016,Florida,42.597765976095616,45.63370756972112
2016,Georgia,45.46514992031873,42.01512003984064
2016,Hawaii,27.30638507246377,52.28785507246377
2016,Idaho,50.6628287254902,30.18584705882353
2016,Illinois,32.95651067729084,50.250989561753
2016,Indiana,47.445023514851485,38.332866188118814
2016,Iowa,41.6450064940239,42.38346346613546
2016,Kansas,46.78023912350597,37.38945872509961
2016,Kentucky,45.79253024,31.12478792
2016,Louisiana,50.87350481283423,36.065471550802144
2016,ME-1,32.26815985815603,47.67541014184397
2016,ME-2,38.76388815602837,37.09326078014185
2016,Maine,34.75624360655738,42.819871598360656
2016,Maryland,28.95537231818182,62.20654859090909
2016,Massachusetts,30.057670328638498,56.08455962441315
2016,Michigan,36.91781135458167,45.449788685258966
2016,Minnesota,39.010988366533866,45.47896386454183
2016,Mississippi,48.97800178571429,42.94296950892857
2016,Missouri,44.08654336,39.51006816
2016,Montana,53.99939187250996,31.536953227091637
2016,NE-1,52.496151363636365,29.06185568181818
2016,NE-2,48.219559318181815,40.2769975
2016,NE-3,64.52343,20.05318045454545
2016,National,40.42298047808765,45.207859203187255
2016,Nebraska,48.57255420289855,32.1272684057971
2016,Nevada,44.402743306772905,42.58161589641434
2016,New Hampshire,39.59197374501992,44.84767752988048
2016,New Jersey,37.2604009561753,48.60093059760956
2016,New Mexico,32.92294320224719,41.07596668539326
2016,New York,34.45231235059761,54.13935183266933
2016,North Carolina,42.864534741035854,43.81743896414343
2016,North Dakota,49.844411594202896,29.341565797101453
2016,Ohio,42.00039880478087,43.4199609561753
2016,Oklahoma,51.34003576719577,29.188381005291006
2016,Oregon,36.09182353260869,44.02757032608696
2016,Pennsylvania,40.636988565737056,45.86917298804781
2016,Rhode Island,36.97123304347826,45.5483952173913
2016,South Carolina,45.89397250996016,41.04861270916334
2016,South Dakota,46.111628260869566,31.31512565217391
2016,Tennessee,47.62889153846154,34.9966317032967
2016,Texas,44.830714900398405,39.93822346613546
2016,Utah,36.31224944223108,30.71144155378486
2016,Vermont,23.06331248120301,42.613537669172935
2016,Virginia,37.57814649402391,45.41506215139442
2016,Washington,34.33651360544218,47.03862278911565
2016,West Virginia,58.586329282868526,27.773712430278884
2016,Wisconsin,37.65872760956176,46.09840677290837
2016,Wyoming,57.5732615942029,21.08194260869565
2020,Alabama,57.88452685258965,38.582396374502
2020,Alaska,49.474150762711865,44.75707940677966
2020,Arizona,45.07087007968127,47.97785984063745
2020,Arkansas,48.9884425170068,43.46031857142857
2020,California,32.462345458167334,60.83103553784861
2020,Colorado,40.61771940239044,51.29351533864542
2020,Connecticut,34.68867135458167,54.07303964143426
2020,Delaware,39.15245768924302,56.44604087649402
2020,District of Columbia,8.90920778125,87.09583875
2020,Florida,45.17749338645418,48.5521445816733
2020,Georgia,46.99064111553785,46.16380131474104
2020,Hawaii,30.484488681318684,58.56746021978022
2020,Idaho,58.706107241379314,35.697929482758624
2020,Illinois,38.92988243243243,54.88137621621622
2020,Indiana,51.77196092682927,39.10184565853658
2020,Iowa,47.83468796812749,45.07436673306773
2020,Kansas,52.07978227091633,41.39213175298804
2020,Kentucky,55.85211867052024,38.65959260115607
2020,Louisiana,53.32370597402598,39.170301168831166
2020,ME-1,33.794922121212124,57.52585464646465
2020,ME-2,44.39850696969697,45.84029808080808
2020,Maine,41.53984959349594,52.32900471544715
2020,Maryland,34.51968705179283,60.076469641434265
2020,Massachusetts,30.626556096256685,62.81169770053476
2020,Michigan,42.563813545816735,49.35905505976096
2020,Minnesota,43.59584928571429,50.97859535714286
2020,Mississippi,53.93297292,40.46970896
2020,Missouri,50.20398370517928,43.37832653386455
2020,Montana,52.31015884462151,39.07134115537848
2020,NE-1,49.60572430232558,44.38609802325582
2020,NE-2,43.98003325842696,49.49461337078652
2020,National,42.90319513944223,50.22274545816733
2020,Nebraska,51.7437471875,42.7589859375
2020,Nevada,42.18271689243028,47.28439258964144
2020,New Hampshire,44.32835565737052,49.764584262948205
2020,New Jersey,36.335678565737055,54.76508884462152
2020,New Mexico,43.3245019123506,53.74878199203187
2020,New York,33.86217183266932,58.575921593625495
2020,North Carolina,45.94887155378486,47.9877138247012
2020,North Dakota,56.169511792828686,37.80252426294821
2020,Ohio,46.953936991525424,47.4562527118644
2020,Oklahoma,59.131903306772905,34.488552908366536
2020,Oregon,38.20175851851852,54.490419814814814
2020,Pennsylvania,44.20312589641434,49.04343852589641
2020,Rhode Island,33.3224378125,62.0121965625
2020,South Carolina,50.98801729083666,42.55334386454184
2020,South Dakota,55.0286109375,38.9888353125
2020,Tennessee,54.46040294820717,39.75989808764941
2020,Texas,47.98636035856574,45.90773298804781
2020,Utah,49.07295661354582,36.76419800796813
2020,Vermont,30.342857906976743,60.98963348837209
2020,Virginia,41.6242196812749,49.92183258964143
2020,Washington,34.98265769547325,57.7705887654321
2020,West Virginia,64.77452629482072,31.998965617529883
2020,Wisconsin,43.793072151394426,48.63221131474104
2020,Wyoming,65.750225625,29.1339790625
2024,Arizona,44.94452625,46.22630824742268
2024,California,32.540004,59.35825307692308
2024,Colorado,41.60633333333333,53.03274166666667
2024,Florida,47.783325,44.81186176470588
2024,Georgia,45.89388698347107,46.6406393939394
2024,Indiana,56.0587125,39.24146875
2024,Maine,42.0771125,51.012975
2024,Maine Cd 2,49.25760714285714,43.64331785714285
2024,Maryland,32.926029166666666,61.85670729166667
2024,Massachusetts,33.043735,59.99361
2024,Michigan,43.713607520325205,47.05856941747573
2024,Minnesota,41.9508023255814,49.76324493670886
2024,Missouri,54.06588,41.392326
2024,Montana,56.05763295454546,38.812175
2024,National,43.22440685483871,47.39527428571429
2024,Nebraska,56.36064655172414,38.610120689655176
2024,Nebraska Cd 2,43.16980769230769,51.068785897435895
2024,Nevada,44.386833333333335,46.782221590909096
2024,New Hampshire,44.19383311688312,50.78164285714286
2024,New Mexico,42.14758365384616,49.98845192307692
2024,New York,38.163195384615385,54.22780277777778
2024,North Carolina,45.98463624454149,46.84826976744186
2024,Ohio,49.58368686868687,43.14270948275862
2024,Pennsylvania,44.55644938016529,47.16904797979798
2024,South Carolina,53.87480833333333,41.616625
2024,Texas,47.49889027777778,44.19431119402985
2024,Utah,56.697225,34.582883333333335
2024,Virginia,42.55093582089552,49.97934642857143
2024,Washington,36.4206675,55.561512500000006
2024,Wisconsin,43.78300145833334,47.925698969072165
